sbj_schedule_code,sbj_code,sbj_description,sbj_unit,sbj_year,sbj_section,sbj_course,sbj_sem,sbj_sy
6172,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSE ENGLISH,2ND,2015-2016
6171,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,A,BSE ENGLISH,2ND,2015-2016
6170,,,,,,,,
6169,,,,,,,,
6168,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSE ENG-CHI,2ND,2015-2016
6167,MAN 001,PHILIPPINE HISTORY,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6166,CHI 5,BEGINNER CHINESE READING & WRITING,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6165,CHI 4,BEGINNER CHINESE LISTENING 2,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6164,CHI 3,BEGINNER CHINESE 2,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6163,MTE 002,CONTEMPORARY MATHEMATICS,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6162,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6161,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6160,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,A,BSE ENG-CHI,2ND,2015-2016
6159,,,,,,,,
6158,PE 004,TEAM SPORTS,2,2ND,C,AOAD,2ND,2015-2016
6157,OFP 111,PRACTICUM(GENERAL),6,2ND,C,AOAD,2ND,2015-2016
6156,COA 211,INTRODUCTION TO INTERNET & BASIC WEB DESIGN,3,2ND,C,AOAD,2ND,2015-2016
6155,MGT 111,BUSINESS ORG. AND MANAGEMENT,3,2ND,C,AOAD,2ND,2015-2016
6154,SSC 003,ECONOMICS WITH LRT,3,2ND,C,AOAD,2ND,2015-2016
6153,ACC 111B,PRINCIPLES OF ACCOUNTING P-2,3,2ND,C,AOAD,2ND,2015-2016
6152,STE 113,ADVANCE SHORTHAND AND TRASCRIPTION,3,2ND,C,AOAD,2ND,2015-2016
6151,ENG 004,BUSINESS CORR. AND TECH. WRITING,3,2ND,C,AOAD,2ND,2015-2016
6150,,,,,,,,
6149,PE 004,TEAM SPORTS,2,2ND,B,AOAD,2ND,2015-2016
6148,OFP 111,PRACTICUM(GENERAL),6,2ND,B,AOAD,2ND,2015-2016
6147,COA 211,INTRODUCTION TO INTERNET & BASIC WEB DESIGN,3,2ND,B,AOAD,2ND,2015-2016
6146,MGT 111,BUSINESS ORG. AND MANAGEMENT,3,2ND,B,AOAD,2ND,2015-2016
6145,SSC 003,ECONOMICS WITH LRT,3,2ND,B,AOAD,2ND,2015-2016
6144,ACC 111B,PRINCIPLES OF ACCOUNTING P-2,3,2ND,B,AOAD,2ND,2015-2016
6143,STE 113,ADVANCE SHORTHAND AND TRASCRIPTION,3,2ND,B,AOAD,2ND,2015-2016
6142,ENG 004,BUSINESS CORR. AND TECH. WRITING,3,2ND,B,AOAD,2ND,2015-2016
6141,,,,,,,,
6140,PE 004,TEAM SPORTS,2,2ND,A,AOAD,2ND,2015-2016
6139,OFP 111,PRACTICUM(GENERAL),6,2ND,A,AOAD,2ND,2015-2016
6138,COA 211,INTRODUCTION TO INTERNET & BASIC WEB DESIGN,3,2ND,A,AOAD,2ND,2015-2016
6137,MGT 111,BUSINESS ORG. AND MANAGEMENT,3,2ND,A,AOAD,2ND,2015-2016
6136,SSC 003,ECONOMICS WITH LRT,3,2ND,A,AOAD,2ND,2015-2016
6135,ACC 111B,PRINCIPLES OF ACCOUNTING P-2,3,2ND,A,AOAD,2ND,2015-2016
6134,STE 113,ADVANCE SHORTHAND AND TRASCRIPTION,3,2ND,A,AOAD,2ND,2015-2016
6133,ENG 004,BUSINESS CORR. AND TECH. WRITING,3,2ND,A,AOAD,2ND,2015-2016
6132,,,,,,,,
6131,NSTP 122,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,B,COMSEC,2ND,2015-2016
6130,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,COMSEC,2ND,2015-2016
6129,STE 111,ELEMENTARY STENOGRAPY,3,1ST,B,COMSEC,2ND,2015-2016
6128,COA 002,WINDOWS APPLICATION 1,3,1ST,B,COMSEC,2ND,2015-2016
6127,SSC 001,GENERAL PSYCHOLOGY,3,1ST,B,COMSEC,2ND,2015-2016
6126,KB 112,ADVANCED KEYBOARDING,3,1ST,B,COMSEC,2ND,2015-2016
6125,MTH 111,COLLEGE ALGEBRA,3,1ST,B,COMSEC,2ND,2015-2016
6124,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,COMSEC,2ND,2015-2016
6123,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T IBANG DISIPLINA,3,1ST,B,COMSEC,2ND,2015-2016
6122,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,B,COMSEC,2ND,2015-2016
6121,,,,,,,,
6120,NSTP 122,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,A,COMSEC,2ND,2015-2016
6119,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,COMSEC,2ND,2015-2016
6118,STE 111,ELEMENTARY STENOGRAPY,3,1ST,A,COMSEC,2ND,2015-2016
6117,COA 002,WINDOWS APPLICATION 1,3,1ST,A,COMSEC,2ND,2015-2016
6116,SSC 001,GENERAL PSYCHOLOGY,3,1ST,A,COMSEC,2ND,2015-2016
6115,KB 112,ADVANCED KEYBOARDING,3,1ST,A,COMSEC,2ND,2015-2016
6114,MTH 111,COLLEGE ALGEBRA,3,1ST,A,COMSEC,2ND,2015-2016
6113,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,COMSEC,2ND,2015-2016
6112,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T IBANG DISIPLINA,3,1ST,A,COMSEC,2ND,2015-2016
6111,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,A,COMSEC,2ND,2015-2016
6110,,,,,,,,
6109,MGT 222,HUMAN RESOURCE MANAGEMENT,3,4TH,C,BSOAD,2ND,2015-2016
6108,PHIL 003,PHILOSOPHY OF MAN,3,4TH,C,BSOAD,2ND,2015-2016
6107,COA 127,COMPUTER GRAPHICS,3,4TH,C,BSOAD,2ND,2015-2016
6106,RES 422,THESIS WRITING,3,4TH,C,BSOAD,2ND,2015-2016
6105,,,,,,,,
6104,MGT 222,HUMAN RESOURCE MANAGEMENT,3,4TH,B,BSOAD,2ND,2015-2016
6103,PHIL 003,PHILOSOPHY OF MAN,3,4TH,B,BSOAD,2ND,2015-2016
6102,COA 127,COMPUTER GRAPHICS,3,4TH,B,BSOAD,2ND,2015-2016
6101,RES 422,THESIS WRITING,3,4TH,B,BSOAD,2ND,2015-2016
6100,,,,,,,,
6099,MGT 222,HUMAN RESOURCE MANAGEMENT,3,4TH,A,BSOAD,2ND,2015-2016
6098,PHIL 003,PHILOSOPHY OF MAN,3,4TH,A,BSOAD,2ND,2015-2016
6097,COA 127,COMPUTER GRAPHICS,3,4TH,A,BSOAD,2ND,2015-2016
6096,RES 422,THESIS WRITING,3,4TH,A,BSOAD,2ND,2015-2016
6095,,,,,,,,
6094,MTH 221,MATH OF INVESTMENT,3,3RD,C,BSOAD,2ND,2015-2016
6093,COA 316,BASIC PROGRAMMING,3,3RD,C,BSOAD,2ND,2015-2016
6092,MGT 212,HUMAN BEHAVIOR IN ORGANIZATION,3,3RD,C,BSOAD,2ND,2015-2016
6091,LIT 001,INTRODUCTION TO LITERATURE,3,3RD,C,BSOAD,2ND,2015-2016
6090,EM 001,EVENT MANAGEMENT,3,3RD,C,BSOAD,2ND,2015-2016
6089,MAN 002,"RIZAL'S LIFE,WORKS & WRITINGS",3,3RD,C,BSOAD,2ND,2015-2016
6088,OFP 214,LEGAL OFFICE PROCEDURE,3,3RD,C,BSOAD,2ND,2015-2016
6087,,,,,,,,
6086,MTH 221,MATH OF INVESTMENT,3,3RD,B,BSOAD,2ND,2015-2016
6085,COA 316,BASIC PROGRAMMING,3,3RD,B,BSOAD,2ND,2015-2016
6084,MGT 212,HUMAN BEHAVIOR IN ORGANIZATION,3,3RD,B,BSOAD,2ND,2015-2016
6083,LIT 001,INTRODUCTION TO LITERATURE,3,3RD,B,BSOAD,2ND,2015-2016
6082,EM 001,EVENT MANAGEMENT,3,3RD,B,BSOAD,2ND,2015-2016
6081,MAN 002,"RIZAL'S LIFE,WORKS & WRITINGS",3,3RD,B,BSOAD,2ND,2015-2016
6080,OFP 214,LEGAL OFFICE PROCEDURE,3,3RD,B,BSOAD,2ND,2015-2016
6079,,,,,,,,
6078,MTH 221,MATH OF INVESTMENT,3,3RD,A,BSOAD,2ND,2015-2016
6077,COA 316,BASIC PROGRAMMING,3,3RD,A,BSOAD,2ND,2015-2016
6076,MGT 212,HUMAN BEHAVIOR IN ORGANIZATION,3,3RD,A,BSOAD,2ND,2015-2016
6075,LIT 001,INTRODUCTION TO LITERATURE,3,3RD,A,BSOAD,2ND,2015-2016
6074,EM 001,EVENT MANAGEMENT,3,3RD,A,BSOAD,2ND,2015-2016
6073,MAN 002,"RIZAL'S LIFE,WORKS & WRITINGS",3,3RD,A,BSOAD,2ND,2015-2016
6072,OFP 214,LEGAL OFFICE PROCEDURE,3,3RD,A,BSOAD,2ND,2015-2016
6071,,,,,,,,
6070,PE 004,TEAM SPORTS,2,2ND,B,BSOAD,2ND,2015-2016
6069,OFP 111,BASIC OFFICE ADMINISTRATION,3,2ND,B,BSOAD,2ND,2015-2016
6068,COA 211,BASIC WEB DESIGN,3,2ND,B,BSOAD,2ND,2015-2016
6067,MGT 111,BUSINESS ORG. AND MANAGEMENT,3,2ND,B,BSOAD,2ND,2015-2016
6066,SSC 003,ECONOMICS WITH LRT,3,2ND,B,BSOAD,2ND,2015-2016
6065,ACC 111B,PRINCIPLES OF ACCOUNTING P-2,3,2ND,B,BSOAD,2ND,2015-2016
6064,STE 113,ADVANCE SHORTHAND AND TRASNCRIPTION,3,2ND,B,BSOAD,2ND,2015-2016
6063,ENG 004,BUSINESS CORR. AND TECH. WRITING,3,2ND,B,BSOAD,2ND,2015-2016
6062,,,,,,,,
6061,PE 004,TEAM SPORTS,2,2ND,A,BSOAD,2ND,2015-2016
6060,OFP 111,BASIC OFFICE ADMINISTRATION,3,2ND,A,BSOAD,2ND,2015-2016
6059,COA 211, BASIC WEB DESIGN,3,2ND,A,BSOAD,2ND,2015-2016
6058,MGT 111,BUSINESS ORG. AND MANAGEMENT,3,2ND,A,BSOAD,2ND,2015-2016
6057,SSC 003,ECONOMICS WITH LRT,3,2ND,A,BSOAD,2ND,2015-2016
6056,ACC 111B,PRINCIPLES OF ACCOUNTING P-2,3,2ND,A,BSOAD,2ND,2015-2016
6055,STE 113,ADVANCE SHORTHAND AND TRASNCRIPTION,3,2ND,A,BSOAD,2ND,2015-2016
6054,ENG 004,BUSINESS CORR. AND TECH. WRITING,3,2ND,A,BSOAD,2ND,2015-2016
6053,,,,,,,,
6052,NSTP 122,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,C,BSOAD,2ND,2015-2016
6051,PE 002,RHYTHMIC ACTIVITIES,2,1ST,C,BSOAD,2ND,2015-2016
6050,STE 111,ELEMENTARY STENOGRAPY,3,1ST,C,BSOAD,2ND,2015-2016
6049,COA 002,WINDOWS APPLICATION 1,3,1ST,C,BSOAD,2ND,2015-2016
6048,SSC 001,GENERAL PSYCHOLOGY,3,1ST,C,BSOAD,2ND,2015-2016
6047,KB 112,ADVANCED KEYBOARDING,3,1ST,C,BSOAD,2ND,2015-2016
6046,MTH 111,COLLEGE ALGEBRA,3,1ST,C,BSOAD,2ND,2015-2016
6045,NSC 002,BIOLOGICAL SCIENCE,3,1ST,C,BSOAD,2ND,2015-2016
6044,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T IBANG DISIPLINA,3,1ST,C,BSOAD,2ND,2015-2016
6043,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,C,BSOAD,2ND,2015-2016
6042,,,,,,,,
6041,NSTP 122,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,B,BSOAD,2ND,2015-2016
6040,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,BSOAD,2ND,2015-2016
6039,STE 111,ELEMENTARY STENOGRAPY,3,1ST,B,BSOAD,2ND,2015-2016
6038,COA 002,WINDOWS APPLICATION 1,3,1ST,B,BSOAD,2ND,2015-2016
6037,SSC 001,GENERAL PSYCHOLOGY,3,1ST,B,BSOAD,2ND,2015-2016
6036,KB 112,ADVANCED KEYBOARDING,3,1ST,B,BSOAD,2ND,2015-2016
6035,MTH 111,COLLEGE ALGEBRA,3,1ST,B,BSOAD,2ND,2015-2016
6034,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSOAD,2ND,2015-2016
6033,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T IBANG DISIPLINA,3,1ST,B,BSOAD,2ND,2015-2016
6032,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,B,BSOAD,2ND,2015-2016
6031,,,,,,,,
6030,NSTP 122,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,A,BSOAD,2ND,2015-2016
6029,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSOAD,2ND,2015-2016
6028,STE 111,ELEMENTARY STENOGRAPY,3,1ST,A,BSOAD,2ND,2015-2016
6027,COA 002,WINDOWS APPLICATION 1,3,1ST,A,BSOAD,2ND,2015-2016
6026,SSC 001,GENERAL PSYCHOLOGY,3,1ST,A,BSOAD,2ND,2015-2016
6025,KB 112,ADVANCED KEYBOARDING,3,1ST,A,BSOAD,2ND,2015-2016
6024,MTH 111,COLLEGE ALGEBRA,3,1ST,A,BSOAD,2ND,2015-2016
6023,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSOAD,2ND,2015-2016
6022,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T IBANG DISIPLINA,3,1ST,A,BSOAD,2ND,2015-2016
6021,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,A,BSOAD,2ND,2015-2016
6020,,,,,,,,
6019,EDU 421,PRACTICE TEACHING,6,4TH,A,BSE-TLE,2ND,2015-2016
6018,TLE 15B,RESEARCH IN EDUCATION 2,3,4TH,A,BSE-TLE,2ND,2015-2016
6017,,,,,,,,
6016,HUM 002,SOCIAL ARTS,3,3RD,A,BSE-TLE,2ND,2015-2016
6015,TLE 001,CHILD CARE AND HOME NURSING,3,3RD,A,BSE-TLE,2ND,2015-2016
6014,TLE 005,BOOKKEEPING,3,3RD,A,BSE-TLE,2ND,2015-2016
6013,TLE 006B,ELECTRONICS 2,3,3RD,A,BSE-TLE,2ND,2015-2016
6012,TLE 018,PLUMBING,3,3RD,A,BSE-TLE,2ND,2015-2016
6011,MSC 141,DEVELOPMENTAL READING 1,3,3RD,A,BSE-TLE,2ND,2015-2016
6010,MSC 132,EDUCATIONAL TECHNOLOGY 2,3,3RD,A,BSE-TLE,2ND,2015-2016
6009,MSC 122,ASSESSMENT OF STUDENT'S LEARNING 2,3,3RD,A,BSE-TLE,2ND,2015-2016
6008,MSC 112,PRINCIPLES OF TEACHING 2,3,3RD,A,BSE-TLE,2ND,2015-2016
6007,,,,,,,,
6006,PE 004,TEAM SPORTS,2,2ND,A,BSE-TLE,2ND,2015-2016
6005,TLE 008,GENERAL CARPENTRY(WOOD WORKING),3,2ND,A,BSE-TLE,2ND,2015-2016
6004,TLE 020,BAKERY SCIENCE,4,2ND,A,BSE-TLE,2ND,2015-2016
6003,TLE 003B,ELECTRICITY 2,3,2ND,A,BSE-TLE,2ND,2015-2016
6002,TCC 002,FACILITATING LEARNING,3,2ND,A,BSE-TLE,2ND,2015-2016
6001,MSC 132,EDUCATIONAL TECHNOLOGY 2,3,2ND,A,BSE-TLE,2ND,2015-2016
6000,MTH 224B,STATISTICS AND PROBABILITY,3,2ND,A,BSE-TLE,2ND,2015-2016
5999,ECO 111,ECONOMICS WITH LRT,3,2ND,A,BSE-TLE,2ND,2015-2016
5998,SSC 005,SOCIETY AND CULTURE WITH FAMILY PLANNING,3,2ND,A,BSE-TLE,2ND,2015-2016
5997,NSTP 111,CWTS/LTS,3,1ST,B,BSE-TLE,2ND,2015-2016
5996,PE 122,RHYTHMIC ACTIVITIES,2,1ST,B,BSE-TLE,2ND,2015-2016
5995,SSC 002,PHILIPPINE GOVERNMENT AND NEW CONSTITUTION,3,1ST,B,BSE-TLE,2ND,2015-2016
5994,LIT 003,WORLD LITERATURE,3,1ST,B,BSE-TLE,2ND,2015-2016
5993,COM 111,INTRODUCTION TO COMPUTER,3,1ST,B,BSE-TLE,2ND,2015-2016
5992,MAN 002,RIZAL'S LIFE WORKS AND WRITING,3,1ST,B,BSE-TLE,2ND,2015-2016
5991,MTE 002,CONTEMPORARY MATH,3,1ST,B,BSE-TLE,2ND,2015-2016
5990,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSE-TLE,2ND,2015-2016
5989,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,B,BSE-TLE,2ND,2015-2016
5988,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,B,BSE-TLE,2ND,2015-2016
5987,,,,,,,,
5986,NSTP 111,CWTS/LTS,3,1ST,A,BSE-TLE,2ND,2015-2016
5985,PE 122,RHYTHMIC ACTIVITIES,2,1ST,A,BSE-TLE,2ND,2015-2016
5984,SSC 002,PHILIPPINE GOVERNMENT AND NEW CONSTITUTION,3,1ST,A,BSE-TLE,2ND,2015-2016
5983,LIT 003,WORLD LITERATURE,3,1ST,A,BSE-TLE,2ND,2015-2016
5982,COM 111,INTRODUCTION TO COMPUTER,3,1ST,A,BSE-TLE,2ND,2015-2016
5981,MAN 002,RIZAL'S LIFE WORKS AND WRITING,3,1ST,A,BSE-TLE,2ND,2015-2016
5980,MTE 002,CONTEMPORARY MATH,3,1ST,A,BSE-TLE,2ND,2015-2016
5979,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSE-TLE,2ND,2015-2016
5978,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSE-TLE,2ND,2015-2016
5977,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,A,BSE-TLE,2ND,2015-2016
5976,,,,,,,,
5975,OJT 421,ON-THE-JOB-TRAINING,6,4TH,A,AB MATH,2ND,2015-2016
5974,RES 433,RESEARCH 2(THESIS WRITING),3,4TH,A,AB MATH,2ND,2015-2016
5973,MTH 424,LESSON PLANNING AND MOCK TEACHING,3,4TH,A,AB MATH,2ND,2015-2016
5972,MTH 423,LINEAR MODELS,3,4TH,A,AB MATH,2ND,2015-2016
5971,MTH 422,ABSTRACT ALGEBRA 2,3,4TH,A,AB MATH,2ND,2015-2016
5970,MTH 421,DIFFERENTIAL EQUATIONS,3,4TH,A,AB MATH,2ND,2015-2016
5969,,,,,,,,
5968,HUM 002,SOCIAL ARTS,3,3RD,A,AB MATH,2ND,2015-2016
5967,MAN 002,"RIZAL'S LIFE,WORKS AND WRITINGS",3,3RD,A,AB MATH,2ND,2015-2016
5966,PHI 003,PHILOSOPHY OF MAN,3,3RD,A,AB MATH,2ND,2015-2016
5965,MTH 324,INFERENTIAL STATISTICS,3,3RD,A,AB MATH,2ND,2015-2016
5964,MTH 323,GRAPH THEORY AND APPLICATIONS,3,3RD,A,AB MATH,2ND,2015-2016
5963,MTH 322,INTEGRAL CALCULUS 1(INDEFINITE),3,3RD,A,AB MATH,2ND,2015-2016
5962,MTH 321,DIFFERENTIAL CALCULUS 2(APPLICATIONS),3,3RD,A,AB MATH,2ND,2015-2016
5961,,,,,,,,
5960,PE 003,TEAM SPORTS,2,2ND,A,BS MATH,2ND,2015-2016
5959,PHI 002,ETHICS,3,2ND,A,BS MATH,2ND,2015-2016
5958,SSC 004,SOCIOLOGY AND ANTHROPOLOGY,3,2ND,A,BS MATH,2ND,2015-2016
5957,MATH 224,STATISTICS,3,2ND,A,BS MATH,2ND,2015-2016
5956,MATH 223,MATHEMATICS OF INVESTMENT,3,2ND,A,BS MATH,2ND,2015-2016
5955,MATH 222,LINEAR ALGEBRA,3,2ND,A,BS MATH,2ND,2015-2016
5954,MATH 221,CALCULUS II,5,2ND,A,BS MATH,2ND,2015-2016
5953,,,,,,,,
5952,NSTP 122,NSTP-CWTS 2,3,1ST,A,BS MATH,2ND,2015-2016
5951,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BS MATH,2ND,2015-2016
5950,MSS 002,PHILIPPINE HISTORY W/ NEW CONSTITUTION,3,1ST,A,BS MATH,2ND,2015-2016
5949,FIL 002,PAGBASA AT PAGSULAT SA IBAT IBANG DISIPLINA,3,1ST,A,BS MATH,2ND,2015-2016
5948,ENG 002,WRITING IN THE DISCIPLINE,3,1ST,A,BS MATH,2ND,2015-2016
5947,COM 002,WINDOWS APPLICATIONS,3,1ST,A,BS MATH,2ND,2015-2016
5946,MATH 123,ADVANCED ALGEBRA,3,1ST,A,BS MATH,2ND,2015-2016
5945,MATH 122,FUNDAMENTAL CONCEPTS OF MATHEMATICS,3,1ST,A,BS MATH,2ND,2015-2016
5944,MATH 121,PRE-CALCULUS MATH II (TRIGONOMETRY),3,1ST,A,BS MATH,2ND,2015-2016
5943,,,,,,,,
5942,PE 4,GROUP SPORTS,2,2ND,A,AB COMM,2ND,2015-2016
5941,PRAC 001,PRACTICUM IN BPO,6,2ND,A,AB COMM,2ND,2015-2016
5940,ABC 104,INTRODUCTION TO COMMUNICATION CAMPAIGNS,3,2ND,A,AB COMM,2ND,2015-2016
5939,ENG 004,BCTRW,3,2ND,A,AB COMM,2ND,2015-2016
5938,EN 223,INTRODUCTION TO THEATER ARTS,3,2ND,A,AB COMM,2ND,2015-2016
5937,ABC 101,INTRODUCTION TO COMMUNICATION MEDIA,3,2ND,A,AB COMM,2ND,2015-2016
5936,,,,,,,,
5935,PE 2,RHYTHMIC ACTIVITIES,2,1ST,A,AB COMM,2ND,2015-2016
5934,NSTP 2,CWTS 2,3,1ST,A,AB COMM,2ND,2015-2016
5933,COM 001,INTRODUCTION TO COMPUTER,3,1ST,A,AB COMM,2ND,2015-2016
5932,MAN 002, RIZAL'S LIFE AND WORK,3,1ST,A,AB COMM,2ND,2015-2016
5931,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,AB COMM,2ND,2015-2016
5930,CCM 101,CALL CENTER MODULE,6,1ST,A,AB COMM,2ND,2015-2016
5929,EN 214,INTRODUCTION TO COMMUNICATION THEORY,3,1ST,A,AB COMM,2ND,2015-2016
5928,FIL 002,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,AB COMM,2ND,2015-2016
5927,ENG 102,WRITING IN THE DISCIPLINE,3,1ST,A,AB COMM,2ND,2015-2016
5926,,,,,,,,
5925,PE 004,TEAM SPORTS,2,2ND,C,BSBA-EM,2ND,2015-2016
5924,ENTR 217,INTRODUCTION TO AGRICULTURAL BUSINESS,3,2ND,C,BSBA-EM,2ND,2015-2016
5923,ENTR 220,BUSINESS OPPORTUNITIES 3(AGRI/MICRO BUSINESS),3,2ND,C,BSBA-EM,2ND,2015-2016
5922,ENTR 229,FINANCING PROGRAM FOR SMALL MEDIUM ENTERPRISE,3,2ND,C,BSBA-EM,2ND,2015-2016
5921,ENTR 228,FRANCHISING,3,2ND,C,BSBA-EM,2ND,2015-2016
5920,ACC 221,COST ACCOUNTING FOR ENTREPRENEUR,3,2ND,C,BSBA-EM,2ND,2015-2016
5919,LAW 001,LAW ON OBLIGATION AND CONTRACTS,3,2ND,C,BSBA-EM,2ND,2015-2016
5918,ECO 212,MICROECONOMICS,3,2ND,C,BSBA-EM,2ND,2015-2016
5917,ENG 004,BCTRW,3,2ND,C,BSBA-EM,2ND,2015-2016
5916,,,,,,,,
5915,PE 004,TEAM SPORTS,2,2ND,B,BSBA-EM,2ND,2015-2016
5914,ENTR 217,INTRODUCTION TO AGRICULTURAL BUSINESS,3,2ND,B,BSBA-EM,2ND,2015-2016
5913,ENTR 220,BUSINESS OPPORTUNITIES 3(AGRI/MICRO BUSINESS),3,2ND,B,BSBA-EM,2ND,2015-2016
5912,ENTR 229,FINANCING PROGRAM FOR SMALL MEDIUM ENTERPRISE,3,2ND,B,BSBA-EM,2ND,2015-2016
5911,ENTR 228,FRANCHISING,3,2ND,B,BSBA-EM,2ND,2015-2016
5910,ACC 221,COST ACCOUNTING FOR ENTREPRENEUR,3,2ND,B,BSBA-EM,2ND,2015-2016
5909,LAW 001,LAW ON OBLIGATION AND CONTRACTS,3,2ND,B,BSBA-EM,2ND,2015-2016
5908,ECO 212,MICROECONOMICS,3,2ND,B,BSBA-EM,2ND,2015-2016
5907,ENG 004,BCTRW,3,2ND,B,BSBA-EM,2ND,2015-2016
5906,,,,,,,,
5905,PE 004,TEAM SPORTS,2,2ND,A,BSBA-EM,2ND,2015-2016
5904,ENTR 217,INTRODUCTION TO AGRICULTURAL BUSINESS,3,2ND,A,BSBA-EM,2ND,2015-2016
5903,ENTR 220,BUSINESS OPPORTUNITIES 3(AGRI/MICRO BUSINESS),3,2ND,A,BSBA-EM,2ND,2015-2016
5902,ENTR 229,FINANCING PROGRAM FOR SMALL MEDIUM ENTERPRISE,3,2ND,A,BSBA-EM,2ND,2015-2016
5901,ENTR 228,FRANCHISING,3,2ND,A,BSBA-EM,2ND,2015-2016
5900,ACC 221,COST ACCOUNTING FOR ENTREPRENEUR,3,2ND,A,BSBA-EM,2ND,2015-2016
5899,LAW 001,LAW ON OBLIGATION AND CONTRACTS,3,2ND,A,BSBA-EM,2ND,2015-2016
5898,ECO 212,MICROECONOMICS,3,2ND,A,BSBA-EM,2ND,2015-2016
5897,ENG 004,BCTRW,3,2ND,A,BSBA-EM,2ND,2015-2016
5896,,,,,,,,
5895,NSTP 002,CIVIC WELFARE TRAINING SERVICE 2,3,1ST,C,BSBA-EM,2ND,2015-2016
5894,PE 002,RHYTHMIC ACTIVITIES,2,1ST,C,BSBA-EM,2ND,2015-2016
5893,ENTR 123,"BUSINESS OPPORTUNITIES 1(TRADING,MANUFACTURING/PROCESSING)",3,1ST,C,BSBA-EM,2ND,2015-2016
5892,ENTR 122,CUSTOMER RELATION MANAGEMENT,3,1ST,C,BSBA-EM,2ND,2015-2016
5891,MKT 111,PRINCIPLES OF MARKETING,3,1ST,C,BSBA-EM,2ND,2015-2016
5890,MGT 223,HUMAN RESOURCE MANAGEMENT,3,1ST,C,BSBA-EM,2ND,2015-2016
5889,NSC 002,BIOLOGICAL SCIENCE,3,1ST,C,BSBA-EM,2ND,2015-2016
5888,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,C,BSBA-EM,2ND,2015-2016
5887,MTH 224,BUSINESS STATISTICS,3,1ST,C,BSBA-EM,2ND,2015-2016
5886,ENG 002,WRITING DISCIPLINE,3,1ST,C,BSBA-EM,2ND,2015-2016
5885,,,,,,,,
5884,NSTP 002,CIVIC WELFARE TRAINING SERVICE 2,3,1ST,B,BSBA-EM,2ND,2015-2016
5883,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,BSBA-EM,2ND,2015-2016
5882,ENTR 123,"BUSINESS OPPORTUNITIES 1(TRADING,MANUFACTURING/PROCESSING)",3,1ST,B,BSBA-EM,2ND,2015-2016
5881,ENTR 122,CUSTOMER RELATION MANAGEMENT,3,1ST,B,BSBA-EM,2ND,2015-2016
5880,MKT 111,PRINCIPLES OF MARKETING,3,1ST,B,BSBA-EM,2ND,2015-2016
5879,MGT 223,HUMAN RESOURCE MANAGEMENT,3,1ST,B,BSBA-EM,2ND,2015-2016
